3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
3,8,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,8,3
3,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,3
3,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,3
3,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,3
3,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,3
3,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,3
3,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,3
3,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,3
3,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,3
3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3
3,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,3
3,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
